PN,ATA,ALT_KATEGORI,AILE,MODEL,KRITIKLIK,ATOLYE,TEMIN_KANALI,LEAD_TIME_GUN,TALEP_2025,CEYREK_ORAN_2025_SBA,FILO_BUYUME_KATSAYISI,TALEP_2033_YILLIK,SERVIS_SEVIYESI_HEDEF,EMNIYET_STOGU,MIN_2025,MAX_2025,MIN_2033,MAX_2033,SCRAP_ORANI,SCRAP_2033_YILLIK,AOG_RISK_SKORU,ALARM_2033
PN-101198,73,ENGINE FUEL AND CONTROL,AIRBUS,A319-100,KRİTİK,YOK,Satınalma,43.0,5,0.81,0.56,1.8,0.95,1.0,3.0,4.0,2.0,3.0,0.2,0.4,41.4,False
PN-103561,25,EQUIPMENT / FURNISHINGS,AIRBUS,A321neo,KRİTİK DEĞİL,YOK,Satınalma,41.0,3,0.72,2.96,8.2,0.9,2.0,2.0,3.0,3.0,6.0,0.0,0.0,41.4,False
PN-101994,72,ENGINE,AIRBUS,A320neo,KRİTİK DEĞİL,YOK,Yurtdışı tamir,52.0,3,0.57,2.59,5.8,0.9,2.0,2.0,3.0,3.0,5.0,0.0,0.0,41.4,False
PN-100730,71,POWER PLANT,AIRBUS,A321neo,KRİTİK DEĞİL,YOK,Satınalma,19.0,23,5.75,2.96,67.0,0.9,3.0,4.0,10.0,7.0,24.0,0.217,14.6,41.4,False
PN-104937,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A321-200,KRİTİK,YOK,Yurtdışı tamir,38.0,22,5.5,0.69,14.9,0.95,3.0,6.0,12.0,5.0,9.0,0.091,1.4,41.3,False
PN-103697,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A320-200,KRİTİK,YOK,Yurtdışı tamir,42.0,8,1.52,0.64,3.9,0.95,2.0,3.0,5.0,3.0,4.0,0.25,1.0,41.3,False
PN-104828,77,ENGINE INDICATING,AIRBUS,A320neo,KRİTİK DEĞİL,YOK,Satınalma,29.0,26,6.5,2.59,66.3,0.9,3.0,5.0,12.0,9.0,26.0,0.038,2.6,41.3,False
PN-102140,71,POWER PLANT,AIRBUS,A320neo,KRİTİK DEĞİL,YOK,Yurtdışı tamir,35.0,20,5.0,2.59,50.7,0.9,3.0,4.0,9.0,8.0,21.0,0.0,0.0,41.3,False
PN-103708,34,NAVIGATION,AIRBUS,A319-100,KRİTİK,YOK,Yurtdışı tamir,31.0,62,15.5,0.56,33.6,0.95,3.0,10.0,26.0,6.0,15.0,0.081,2.7,41.3,False
PN-103299,73,ENGINE FUEL AND CONTROL,AIRBUS,A321-200,KRİTİK,YOK,Satınalma,37.0,26,6.5,0.69,17.6,0.95,3.0,6.0,13.0,5.0,10.0,0.154,2.7,41.3,False
PN-103368,32,LANDING GEAR,AIRBUS,A320-200,KRİTİK,YOK,Satınalma,33.0,44,11.0,0.64,27.6,0.95,3.0,8.0,19.0,6.0,13.0,0.091,2.5,41.3,False
PN-103053,30,ICE & RAIN PROTECTION,AIRBUS,A320-200,KRİTİK,YOK,Satınalma,31.0,53,13.25,0.64,33.5,0.95,3.0,9.0,23.0,6.0,15.0,0.094,3.2,41.3,False
PN-102665,35,OXYGEN,BOEING,737-800,KRİTİK,YOK,Yurtdışı tamir,43.0,1,0.28,0.56,0.6,0.95,1.0,2.0,3.0,2.0,3.0,1.0,0.6,41.3,False
PN-101501,27,FLIGHT CONTROLS,AIRBUS,A321-200,KRİTİK,YOK,Satınalma,38.0,20,5.0,0.69,13.7,0.95,2.0,6.0,11.0,4.0,8.0,0.1,1.4,41.2,False
PN-104833,27,FLIGHT CONTROLS,BOEING,737-800,KRİTİK,YOK,Yurtdışı tamir,38.0,24,6.0,0.56,13.1,0.95,2.0,6.0,12.0,4.0,8.0,0.25,3.3,41.2,False
PN-104159,21,AIR CONDITIONING,AIRBUS,A321neo,KRİTİK,VAR,Yurtiçi tamir,9.0,17,4.25,2.96,49.8,0.95,2.0,3.0,8.0,4.0,17.0,0.235,11.7,41.2,False
PN-102190,30,ICE & RAIN PROTECTION,AIRBUS,A321neo,KRİTİK DEĞİL,YOK,Satınalma,15.0,26,6.5,2.96,75.2,0.9,3.0,4.0,11.0,7.0,26.0,0.154,11.6,41.2,False
PN-102184,52,DOORS,BOEING,787-9,KRİTİK DEĞİL,YOK,Satınalma,18.0,2,0.57,3.75,8.5,0.9,1.0,2.0,3.0,2.0,5.0,0.5,4.2,41.2,False
PN-104705,27,FLIGHT CONTROLS,AIRBUS,A321neo,KRİTİK,VAR,Yurtiçi tamir,4.0,22,5.5,2.96,63.4,0.95,2.0,2.0,8.0,3.0,19.0,0.227,14.4,41.2,False
PN-101035,72,ENGINE,BOEING,737-900ER,KRİTİK,YOK,Yurtdışı tamir,34.0,25,6.25,1.0,24.5,0.95,3.0,6.0,13.0,6.0,13.0,0.2,4.9,41.2,False
PN-102851,31,INDICATING / RECORDING SYSTEMS,BOEING,737-800,KRİTİK,YOK,Yurtdışı tamir,41.0,10,2.5,0.56,5.6,0.95,2.0,4.0,7.0,3.0,5.0,0.2,1.1,41.2,False
PN-101814,76,ENGINE CONTROLS,AIRBUS,A319-100,KRİTİK,YOK,Satınalma,38.0,25,6.25,0.56,13.6,0.95,2.0,6.0,13.0,4.0,8.0,0.0,0.0,41.2,False
PN-100098,52,DOORS,BOEING,777-F,KRİTİK DEĞİL,YOK,Satınalma,38.0,20,5.0,2.5,48.9,0.9,3.0,5.0,10.0,9.0,22.0,0.15,7.3,41.2,False
PN-101466,52,DOORS,AIRBUS,A330-200,KRİTİK,YOK,Satınalma,27.0,13,3.25,1.33,16.8,0.95,2.0,3.0,7.0,4.0,9.0,0.077,1.3,41.1,False
PN-102167,74,IGNITION,AIRBUS,A321-200,KRİTİK,YOK,Satınalma,41.0,7,1.75,0.69,4.8,0.95,2.0,3.0,5.0,3.0,5.0,0.0,0.0,41.1,False
PN-100841,56,WINDOWS,BOEING,737 MAX 8,KRİTİK DEĞİL,YOK,Satınalma,11.0,6,1.5,3.81,22.2,0.9,2.0,2.0,4.0,3.0,9.0,0.333,7.4,41.1,False
PN-102246,36,PNEUMATIC,AIRBUS,A321neo,KRİTİK DEĞİL,YOK,Satınalma,30.0,12,3.0,2.96,34.5,0.9,3.0,3.0,6.0,6.0,15.0,0.167,5.8,41.1,False
PN-104030,36,PNEUMATIC,AIRBUS,A320neo,KRİTİK DEĞİL,YOK,Yurtdışı tamir,40.0,14,3.5,2.59,35.4,0.9,3.0,4.0,8.0,7.0,16.0,0.143,5.1,41.1,False
PN-101703,26,FIRE PROTECTION,AIRBUS,A350-900,KRİTİK DEĞİL,YOK,Satınalma,17.0,4,0.69,3.75,10.1,0.9,1.0,2.0,3.0,2.0,5.0,0.0,0.0,41.1,False
PN-103703,77,ENGINE INDICATING,AIRBUS,A320-200,KRİTİK,YOK,Yurtdışı tamir,37.0,23,5.75,0.64,14.4,0.95,2.0,6.0,12.0,4.0,8.0,0.13,1.9,41.0,False
PN-100759,71,POWER PLANT,AIRBUS,A319-100,KRİTİK,YOK,Satınalma,30.0,62,15.5,0.56,33.2,0.95,3.0,10.0,26.0,6.0,15.0,0.097,3.2,41.0,False
PN-101384,31,INDICATING / RECORDING SYSTEMS,BOEING,787-9,KRİTİK DEĞİL,YOK,Satınalma,17.0,2,0.65,3.75,9.4,0.9,1.0,2.0,3.0,2.0,5.0,0.5,4.7,41.0,False
PN-101795,26,FIRE PROTECTION,AIRBUS,A321neo,KRİTİK DEĞİL,YOK,Yurtdışı tamir,24.0,17,4.25,2.96,49.2,0.9,3.0,4.0,9.0,7.0,20.0,0.059,2.9,41.0,False
PN-101435,23,COMMUNICATIONS,AIRBUS,A320neo,KRİTİK DEĞİL,YOK,Yurtdışı tamir,52.0,1,0.21,2.59,2.1,0.9,1.0,2.0,3.0,2.0,3.0,0.0,0.0,41.0,False
PN-104358,56,WINDOWS,AIRBUS,A320neo,KRİTİK DEĞİL,YOK,Satınalma,22.0,32,8.0,2.59,82.0,0.9,3.0,4.0,12.0,8.0,29.0,0.062,5.1,41.0,False
PN-100618,22,AUTO FLIGHT,AIRBUS,A320neo,KRİTİK DEĞİL,YOK,Satınalma,36.0,9,4.34,2.59,44.5,0.9,3.0,4.0,9.0,8.0,20.0,0.222,9.9,41.0,False
PN-100875,35,OXYGEN,AIRBUS,A321neo,KRİTİK DEĞİL,YOK,Satınalma,26.0,15,3.75,2.96,43.5,0.9,3.0,4.0,8.0,7.0,18.0,0.267,11.6,41.0,False
PN-101976,79,OIL,AIRBUS,A330-200,KRİTİK,YOK,Satınalma,22.0,22,5.5,1.33,28.8,0.95,3.0,4.0,10.0,5.0,13.0,0.091,2.6,41.0,False
PN-101707,77,ENGINE INDICATING,AIRBUS,A320-200,KRİTİK,YOK,Yurtdışı tamir,26.0,70,17.5,0.64,43.7,0.95,3.0,9.0,27.0,7.0,18.0,0.186,8.1,41.0,False
PN-103064,71,POWER PLANT,BOEING,777-300ER,AOG KRİTİK,VAR,Yurtiçi tamir,7.0,2,0.35,1.67,2.3,0.98,1.0,2.0,3.0,2.0,3.0,1.0,2.3,41.0,False
PN-100747,29,HYDRAULIC POWER,BOEING,737-900ER,KRİTİK,YOK,Satınalma,26.0,44,11.0,1.0,43.1,0.95,3.0,7.0,18.0,7.0,18.0,0.023,1.0,41.0,False
PN-101527,24,ELECTRICAL POWER,BOEING,737-800,KRİTİK,YOK,Yurtdışı tamir,41.0,6,1.5,0.56,3.2,0.95,1.0,3.0,5.0,2.0,3.0,0.333,1.1,41.0,False
PN-104396,28,FUEL,BOEING,777-300ER,AOG KRİTİK,VAR,Yurtiçi tamir,6.0,3,0.85,1.67,5.6,0.98,1.0,2.0,3.0,2.0,4.0,0.0,0.0,41.0,False
PN-103989,34,NAVIGATION,BOEING,787-9,KRİTİK DEĞİL,YOK,Satınalma,19.0,1,0.28,3.75,4.1,0.9,1.0,2.0,3.0,2.0,4.0,0.0,0.0,41.0,False
PN-100302,21,AIR CONDITIONING,AIRBUS,A320-200,KRİTİK,YOK,Satınalma,36.0,27,6.75,0.64,17.0,0.95,3.0,6.0,13.0,5.0,10.0,0.074,1.3,41.0,False
PN-102362,80,STARTING,AIRBUS,A320neo,KRİTİK DEĞİL,YOK,Yurtdışı tamir,32.0,22,5.5,2.59,55.5,0.9,3.0,4.0,10.0,8.0,22.0,0.0,0.0,41.0,False
PN-100085,71,POWER PLANT,AIRBUS,A321neo,KRİTİK,VAR,Yurtiçi tamir,10.0,15,3.75,2.96,44.1,0.95,2.0,3.0,7.0,4.0,16.0,0.067,2.9,40.9,False
PN-100334,32,LANDING GEAR,BOEING,737-800,KRİTİK,YOK,Yurtdışı tamir,41.0,3,0.85,0.56,1.9,0.95,1.0,3.0,4.0,2.0,3.0,0.0,0.0,40.9,False
PN-100305,24,ELECTRICAL POWER,AIRBUS,A320neo,KRİTİK,VAR,Yurtiçi tamir,6.0,32,8.0,2.59,82.1,0.95,2.0,3.0,11.0,4.0,25.0,0.094,7.7,40.9,False
PN-103731,76,ENGINE CONTROLS,AIRBUS,A321neo,KRİTİK DEĞİL,YOK,Yurtdışı tamir,31.0,10,2.5,2.96,29.3,0.9,3.0,3.0,6.0,6.0,14.0,0.0,0.0,40.9,False
PN-104018,25,EQUIPMENT / FURNISHINGS,AIRBUS,A320neo,KRİTİK DEĞİL,YOK,Satınalma,37.0,16,4.0,2.59,40.5,0.9,3.0,4.0,8.0,8.0,19.0,0.0,0.0,40.9,False
PN-103080,32,LANDING GEAR,BOEING,737-800,KRİTİK,YOK,Satınalma,39.0,13,3.5,0.56,7.6,0.95,2.0,5.0,9.0,3.0,5.0,0.0,0.0,40.9,False
PN-103596,29,HYDRAULIC POWER,AIRBUS,A320-200,KRİTİK,YOK,Satınalma,38.0,17,4.25,0.64,10.5,0.95,2.0,5.0,10.0,4.0,7.0,0.0,0.0,40.9,False
PN-102854,71,POWER PLANT,BOEING,777-300ER,KRİTİK,YOK,Satınalma,20.0,7,1.36,1.67,8.8,0.95,2.0,2.0,4.0,3.0,6.0,0.143,1.3,40.9,False
PN-103711,80,STARTING,BOEING,737-800,KRİTİK,YOK,Yurtdışı tamir,33.0,43,10.75,0.56,23.3,0.95,3.0,8.0,19.0,6.0,12.0,0.047,1.1,40.9,False
PN-103729,52,DOORS,AIRBUS,A321neo,KRİTİK DEĞİL,YOK,Satınalma,35.0,7,1.63,2.96,18.8,0.9,2.0,3.0,5.0,4.0,9.0,0.286,5.4,40.9,False
PN-101059,29,HYDRAULIC POWER,AIRBUS,A330-200,AOG KRİTİK,VAR,Yurtiçi tamir,8.0,17,4.25,1.33,22.4,0.98,2.0,3.0,8.0,3.0,9.0,0.0,0.0,40.8,False
PN-103658,29,HYDRAULIC POWER,AIRBUS,A319-100,KRİTİK,YOK,Yurtdışı tamir,23.0,89,22.25,0.56,49.0,0.95,3.0,10.0,33.0,7.0,20.0,0.146,7.2,40.8,False
PN-103857,21,AIR CONDITIONING,BOEING,777-F,KRİTİK DEĞİL,YOK,Yurtdışı tamir,35.0,21,5.25,2.5,52.3,0.9,3.0,5.0,11.0,9.0,23.0,0.095,5.0,40.8,False
PN-104591,22,AUTO FLIGHT,AIRBUS,A330-300,KRİTİK,YOK,Satınalma,34.0,11,2.75,1.11,11.8,0.95,2.0,4.0,7.0,4.0,7.0,0.091,1.1,40.8,False
PN-100176,71,POWER PLANT,AIRBUS,A321neo,KRİTİK DEĞİL,YOK,Yurtdışı tamir,35.0,8,1.53,2.96,17.9,0.9,2.0,2.0,4.0,4.0,9.0,0.0,0.0,40.8,False
PN-104093,32,LANDING GEAR,BOEING,737-900ER,AOG KRİTİK,VAR,Yurtiçi tamir,8.0,49,12.25,1.0,48.1,0.98,3.0,5.0,18.0,5.0,18.0,0.061,2.9,40.8,False
PN-101858,35,OXYGEN,AIRBUS,A321neo,KRİTİK DEĞİL,YOK,Yurtdışı tamir,34.0,7,1.75,2.96,19.9,0.9,2.0,3.0,5.0,4.0,9.0,0.143,2.8,40.8,False
PN-104665,74,IGNITION,AIRBUS,A321neo,KRİTİK DEĞİL,YOK,Satınalma,17.0,23,5.75,2.96,66.0,0.9,3.0,4.0,10.0,7.0,24.0,0.217,14.4,40.8,False
PN-104208,26,FIRE PROTECTION,AIRBUS,A350-900,KRİTİK DEĞİL,YOK,Yurtdışı tamir,17.0,3,0.46,3.75,6.6,0.9,1.0,2.0,3.0,2.0,4.0,0.0,0.0,40.8,False
PN-104014,28,FUEL,AIRBUS,A320-200,KRİTİK,YOK,Yurtdışı tamir,40.0,4,1.27,0.64,3.3,0.95,1.0,3.0,5.0,2.0,3.0,0.0,0.0,40.8,False
PN-104965,23,COMMUNICATIONS,AIRBUS,A319-100,KRİTİK,YOK,Satınalma,39.0,10,2.8,0.56,6.2,0.95,2.0,4.0,7.0,3.0,5.0,0.2,1.2,40.8,False
PN-101225,80,STARTING,BOEING,737-900ER,KRİTİK,YOK,Satınalma,33.0,23,5.75,1.0,22.6,0.95,3.0,6.0,12.0,6.0,12.0,0.043,1.0,40.8,False
PN-101207,71,POWER PLANT,BOEING,737-800,KRİTİK,YOK,Yurtdışı tamir,39.0,10,2.5,0.56,5.3,0.95,2.0,4.0,7.0,3.0,5.0,0.2,1.1,40.7,False
PN-102017,71,POWER PLANT,AIRBUS,A321-200,KRİTİK,YOK,Satınalma,36.0,20,5.0,0.69,13.8,0.95,2.0,5.0,10.0,4.0,8.0,0.2,2.8,40.7,False
PN-103905,72,ENGINE,BOEING,737-800,KRİTİK,YOK,Yurtdışı tamir,39.0,10,2.5,0.56,5.4,0.95,2.0,4.0,7.0,3.0,5.0,0.2,1.1,40.7,False
PN-101588,76,ENGINE CONTROLS,AIRBUS,A320-200,KRİTİK,YOK,Yurtdışı tamir,37.0,17,4.25,0.64,10.6,0.95,2.0,5.0,10.0,4.0,7.0,0.118,1.2,40.7,False
PN-100635,56,WINDOWS,BOEING,737-900ER,KRİTİK,YOK,Yurtdışı tamir,41.0,0,0.0,1.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.7,False
PN-100400,80,STARTING,AIRBUS,A321-200,KRİTİK,YOK,Satınalma,40.0,2,0.85,0.69,2.3,0.95,1.0,3.0,4.0,2.0,3.0,0.0,0.0,40.7,False
PN-104658,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A320neo,KRİTİK DEĞİL,YOK,Satınalma,29.0,24,6.0,2.59,60.1,0.9,3.0,4.0,10.0,8.0,24.0,0.125,7.5,40.7,False
PN-104421,80,STARTING,BOEING,737-900ER,KRİTİK,YOK,Satınalma,26.0,41,10.25,1.0,40.7,0.95,3.0,6.0,17.0,6.0,17.0,0.024,1.0,40.7,False
PN-100426,76,ENGINE CONTROLS,BOEING,737-800,KRİTİK,YOK,Satınalma,37.0,19,4.75,0.56,10.4,0.95,2.0,5.0,10.0,4.0,7.0,0.053,0.5,40.7,False
PN-102263,35,OXYGEN,AIRBUS,A330-200,KRİTİK,YOK,Satınalma,30.0,4,1.0,1.33,5.1,0.95,2.0,2.0,3.0,3.0,5.0,0.0,0.0,40.7,False
PN-101601,72,ENGINE,BOEING,737-800,KRİTİK,YOK,Satınalma,35.0,31,7.75,0.56,16.7,0.95,3.0,6.0,14.0,5.0,10.0,0.387,6.5,40.7,False
PN-103838,79,OIL,AIRBUS,A320-200,KRİTİK,YOK,Satınalma,37.0,17,4.25,0.64,10.9,0.95,2.0,5.0,10.0,4.0,7.0,0.294,3.2,40.7,False
PN-101461,29,HYDRAULIC POWER,AIRBUS,A320-200,KRİTİK,YOK,Satınalma,33.0,33,8.25,0.64,20.9,0.95,3.0,6.0,15.0,5.0,11.0,0.03,0.6,40.6,False
PN-102118,36,PNEUMATIC,AIRBUS,A321neo,KRİTİK,VAR,Yurtiçi tamir,18.0,6,1.62,2.96,18.8,0.95,2.0,2.0,4.0,3.0,8.0,0.0,0.0,40.6,False
PN-103695,52,DOORS,AIRBUS,A321neo,KRİTİK DEĞİL,YOK,Satınalma,31.0,9,2.25,2.96,25.8,0.9,2.0,3.0,6.0,5.0,12.0,0.0,0.0,40.6,False
PN-104622,74,IGNITION,BOEING,777-F,KRİTİK DEĞİL,YOK,Yurtdışı tamir,41.0,14,3.5,2.5,33.6,0.9,3.0,4.0,8.0,7.0,16.0,0.071,2.4,40.6,False
PN-102339,23,COMMUNICATIONS,AIRBUS,A320-200,AOG KRİTİK,VAR,Yurtiçi tamir,7.0,76,19.0,0.64,47.9,0.98,2.0,5.0,24.0,3.0,15.0,0.092,4.4,40.6,False
PN-103431,73,ENGINE FUEL AND CONTROL,AIRBUS,A320neo,KRİTİK DEĞİL,YOK,Satınalma,46.0,7,1.38,2.59,13.7,0.9,2.0,3.0,5.0,4.0,8.0,0.0,0.0,40.6,False
PN-104077,49,AIRBORNE AUXILIARY POWER (APU),BOEING,737-800,KRİTİK,YOK,Yurtdışı tamir,38.0,13,3.25,0.56,7.1,0.95,2.0,4.0,8.0,3.0,5.0,0.0,0.0,40.6,False
PN-100507,27,FLIGHT CONTROLS,AIRBUS,A320-200,KRİTİK,YOK,Satınalma,37.0,15,3.75,0.64,9.3,0.95,2.0,5.0,9.0,3.0,6.0,0.267,2.5,40.6,False
PN-101555,25,EQUIPMENT / FURNISHINGS,BOEING,737 MAX 8,KRİTİK DEĞİL,VAR,Yurtiçi tamir,17.0,37,9.25,3.81,140.0,0.9,4.0,4.0,14.0,11.0,47.0,0.243,34.1,40.6,False
PN-100988,27,FLIGHT CONTROLS,AIRBUS,A320neo,KRİTİK DEĞİL,YOK,Satınalma,32.0,20,5.0,2.59,51.0,0.9,3.0,4.0,9.0,8.0,21.0,0.1,5.1,40.6,False
PN-102582,28,FUEL,AIRBUS,A321neo,KRİTİK,VAR,Yurtiçi tamir,8.0,16,4.0,2.96,46.3,0.95,2.0,2.0,6.0,4.0,16.0,0.0,0.0,40.6,False
PN-100839,77,ENGINE INDICATING,AIRBUS,A330-200,KRİTİK,YOK,Satınalma,24.0,14,3.5,1.33,18.8,0.95,2.0,3.0,7.0,4.0,9.0,0.214,4.0,40.5,False
PN-102369,25,EQUIPMENT / FURNISHINGS,AIRBUS,A350-900,KRİTİK DEĞİL,YOK,Satınalma,16.0,2,0.42,3.75,6.1,0.9,1.0,2.0,3.0,2.0,4.0,0.0,0.0,40.5,False
PN-101898,72,ENGINE,AIRBUS,A320-200,AOG KRİTİK,VAR,Yurtiçi tamir,10.0,63,15.75,0.64,39.1,0.98,3.0,5.0,21.0,5.0,15.0,0.159,6.2,40.5,False
PN-101890,25,EQUIPMENT / FURNISHINGS,AIRBUS,A320neo,KRİTİK DEĞİL,YOK,Yurtdışı tamir,43.0,5,1.96,2.59,20.3,0.9,2.0,3.0,5.0,5.0,11.0,0.4,8.1,40.5,False
PN-103897,21,AIR CONDITIONING,AIRBUS,A320-200,AOG KRİTİK,VAR,Yurtiçi tamir,7.0,76,19.0,0.64,47.3,0.98,2.0,5.0,24.0,3.0,15.0,0.0,0.0,40.5,False
PN-102376,76,ENGINE CONTROLS,AIRBUS,A320neo,KRİTİK DEĞİL,YOK,Yurtdışı tamir,21.0,31,7.75,2.59,80.2,0.9,3.0,4.0,12.0,8.0,29.0,0.194,15.5,40.5,False
PN-103124,32,LANDING GEAR,AIRBUS,A319-100,KRİTİK,YOK,Yurtdışı tamir,38.0,15,2.78,0.56,6.1,0.95,2.0,4.0,7.0,3.0,5.0,0.133,0.8,40.5,False
PN-103339,76,ENGINE CONTROLS,AIRBUS,A320neo,KRİTİK DEĞİL,YOK,Yurtdışı tamir,26.0,26,6.5,2.59,66.3,0.9,3.0,4.0,11.0,8.0,25.0,0.115,7.7,40.5,False
PN-100102,73,ENGINE FUEL AND CONTROL,AIRBUS,A321neo,KRİTİK DEĞİL,YOK,Yurtdışı tamir,35.0,7,1.2,2.96,14.4,0.9,2.0,2.0,4.0,4.0,8.0,0.143,2.1,40.5,False
PN-102038,80,STARTING,AIRBUS,A320-200,KRİTİK,YOK,Satınalma,36.0,18,4.5,0.64,11.2,0.95,2.0,5.0,10.0,4.0,7.0,0.111,1.2,40.5,False
PN-102652,80,STARTING,AIRBUS,A321neo,KRİTİK DEĞİL,YOK,Yurtdışı tamir,24.0,15,3.75,2.96,43.7,0.9,3.0,3.0,7.0,6.0,17.0,0.133,5.8,40.5,False
PN-102217,80,STARTING,AIRBUS,A330-300,KRİTİK,YOK,Satınalma,34.0,4,2.04,1.11,8.7,0.95,2.0,3.0,6.0,3.0,6.0,1.0,8.7,40.5,False
PN-103205,56,WINDOWS,AIRBUS,A321neo,KRİTİK DEĞİL,YOK,Yurtdışı tamir,33.0,7,1.75,2.96,20.1,0.9,2.0,3.0,5.0,4.0,10.0,0.143,2.9,40.5,False
PN-102519,80,STARTING,AIRBUS,A321neo,KRİTİK DEĞİL,YOK,Yurtdışı tamir,35.0,5,1.25,2.96,14.4,0.9,2.0,2.0,4.0,4.0,8.0,0.0,0.0,40.5,False
PN-102307,24,ELECTRICAL POWER,AIRBUS,A330-300,KRİTİK,YOK,Satınalma,31.0,15,3.75,1.11,16.5,0.95,2.0,4.0,8.0,4.0,9.0,0.067,1.1,40.5,False
PN-104635,72,ENGINE,BOEING,737-800,KRİTİK,YOK,Satınalma,37.0,11,3.62,0.56,7.9,0.95,2.0,4.0,8.0,3.0,5.0,0.0,0.0,40.4,False
PN-104190,32,LANDING GEAR,AIRBUS,A321neo,KRİTİK,VAR,Yurtiçi tamir,6.0,17,4.25,2.96,49.4,0.95,2.0,2.0,7.0,3.0,16.0,0.059,2.9,40.4,False
PN-102964,72,ENGINE,AIRBUS,A319-100,KRİTİK,YOK,Satınalma,30.0,49,12.25,0.56,26.4,0.95,3.0,9.0,22.0,6.0,13.0,0.061,1.6,40.4,False
PN-100357,77,ENGINE INDICATING,AIRBUS,A321neo,KRİTİK DEĞİL,YOK,Satınalma,25.0,14,3.5,2.96,40.0,0.9,3.0,3.0,7.0,6.0,17.0,0.0,0.0,40.4,False
PN-100353,32,LANDING GEAR,AIRBUS,A321-200,AOG KRİTİK,VAR,Yurtiçi tamir,11.0,52,13.0,0.69,35.5,0.98,3.0,5.0,18.0,5.0,14.0,0.058,2.0,40.4,False
PN-103072,27,FLIGHT CONTROLS,AIRBUS,A330-200,AOG KRİTİK,VAR,Yurtiçi tamir,9.0,12,3.0,1.33,15.5,0.98,2.0,3.0,6.0,3.0,7.0,0.083,1.3,40.4,False
PN-102242,32,LANDING GEAR,BOEING,737-900ER,KRİTİK,YOK,Yurtdışı tamir,33.0,19,4.75,1.0,18.4,0.95,3.0,5.0,10.0,5.0,10.0,0.0,0.0,40.4,False
PN-103781,26,FIRE PROTECTION,AIRBUS,A320neo,KRİTİK DEĞİL,YOK,Satınalma,43.0,6,1.94,2.59,19.3,0.9,2.0,3.0,5.0,5.0,10.0,0.167,3.2,40.4,False
PN-102730,79,OIL,BOEING,737-900ER,KRİTİK,YOK,Yurtdışı tamir,38.0,3,1.11,1.0,4.5,0.95,2.0,3.0,5.0,3.0,5.0,0.667,3.0,40.4,False
PN-100344,77,ENGINE INDICATING,AIRBUS,A320neo,KRİTİK DEĞİL,YOK,Satınalma,38.0,13,3.25,2.59,33.1,0.9,3.0,4.0,8.0,7.0,16.0,0.154,5.1,40.4,False
PN-102651,76,ENGINE CONTROLS,AIRBUS,A320-200,KRİTİK,YOK,Yurtdışı tamir,37.0,12,3.0,0.64,7.5,0.95,2.0,4.0,7.0,3.0,5.0,0.167,1.3,40.4,False
PN-101073,35,OXYGEN,AIRBUS,A321neo,KRİTİK DEĞİL,YOK,Yurtdışı tamir,32.0,7,1.75,2.96,20.3,0.9,2.0,3.0,5.0,4.0,10.0,0.143,2.9,40.3,False
PN-100715,73,ENGINE FUEL AND CONTROL,BOEING,737-800,AOG KRİTİK,VAR,Yurtiçi tamir,18.0,29,7.25,0.56,15.5,0.98,2.0,5.0,13.0,3.0,7.0,0.103,1.6,40.3,False
PN-103148,80,STARTING,AIRBUS,A321neo,KRİTİK DEĞİL,YOK,Satınalma,20.0,18,4.5,2.96,52.2,0.9,3.0,3.0,8.0,6.0,20.0,0.333,17.4,40.3,False
PN-103215,27,FLIGHT CONTROLS,AIRBUS,A320neo,KRİTİK,VAR,Yurtiçi tamir,6.0,30,7.5,2.59,75.6,0.95,2.0,3.0,11.0,4.0,23.0,0.067,5.0,40.3,False
PN-103298,36,PNEUMATIC,BOEING,737-800,KRİTİK,YOK,Satınalma,39.0,2,0.65,0.56,1.4,0.95,1.0,2.0,3.0,2.0,3.0,0.0,0.0,40.3,False
PN-103947,30,ICE & RAIN PROTECTION,AIRBUS,A321neo,KRİTİK DEĞİL,YOK,Satınalma,30.0,9,2.25,2.96,25.8,0.9,2.0,3.0,6.0,5.0,12.0,0.0,0.0,40.3,False
PN-104264,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A321-200,KRİTİK,YOK,Satınalma,35.0,18,4.5,0.69,12.3,0.95,2.0,5.0,10.0,4.0,8.0,0.056,0.7,40.3,False
PN-101439,79,OIL,AIRBUS,A320-200,KRİTİK,YOK,Satınalma,33.0,28,7.0,0.64,17.4,0.95,3.0,6.0,13.0,5.0,10.0,0.071,1.2,40.3,False
PN-101980,56,WINDOWS,AIRBUS,A321neo,KRİTİK,VAR,Yurtiçi tamir,16.0,8,1.83,2.96,21.2,0.95,2.0,2.0,4.0,3.0,9.0,0.125,2.7,40.3,False
PN-104171,27,FLIGHT CONTROLS,AIRBUS,A321-200,KRİTİK,YOK,Satınalma,38.0,4,1.36,0.69,3.8,0.95,2.0,3.0,5.0,3.0,4.0,0.0,0.0,40.3,False
PN-100010,35,OXYGEN,AIRBUS,A321neo,KRİTİK DEĞİL,YOK,Satınalma,21.0,17,4.25,2.96,49.8,0.9,3.0,3.0,8.0,6.0,19.0,0.235,11.7,40.3,False
